,Movie_Titles,genres,Cast
355,The Little Mermaid,"['Fantasy', 'Romance', 'Animation', 'Family', 'Musical']","['Hamilton Camp', 'Debbie Shapiro Gravitte', 'Will Ryan', 'René Auberjonois', 'Edie McClurg', 'Kenneth Mars', 'Samuel E. Wright', 'Robert Weil', 'Christopher Daniel Barnes', 'Jason Marin', 'Jodi Benson', 'Buddy Hackett', 'Paddi Edwards', 'Pat Carroll', 'Ben Wright']"
356,City Hall,['Documentary'],['Marty Walsh']
357,Capote,"['Biography', 'Drama', 'Crime']","['Philip Seymour Hoffman', 'David Wilson Barnes', 'Kelci Stephenson', 'Andrew Farago', 'Kwesi Ameyaw', 'Kate Shindle', 'Catherine Keener', 'Rob McLaughlin', 'Allie Mickelson', 'R.D. Reid', 'Chris Cooper', 'Bronwen Coleman', 'Ken Krotowich', 'Craig Archibald', 'Michael J. Burg']"
358,The Death of Stalin,"['Biography', 'Drama', 'History', 'Comedy']","['Rupert Friend', 'Paul Whitehouse', 'Sylvestra Le Touzel', 'Andrea Riseborough', 'Jeffrey Tambor', 'Justin Edwards', 'Nicholas Woodeson', 'Dermot Crowley', 'Cara Horgan', 'Andy Gathergood', 'Olga Kurylenko', 'Richard Brake', 'Jeremy Limb', 'Roger Ashton-Griffiths', 'Michael Palin', 'Simon Russell Beale', 'Andrey Korzhenevskiy', 'Alexandr Piskunov', 'Tom Brooke', 'Diana Quick', 'Paul Ready', 'Adrian McLoughlin', 'Jonathan Aris', 'Paddy Considine', 'Jason Isaacs', 'Steve Buscemi', 'Yulya Muhrygina']"
359,Miracle on 34th Street,"['Drama', 'Comedy', 'Family']","['Jack Albertson', 'Dorothy Christy', 'Lela Bliss', 'Jerome Cowan', 'John Payne', 'Philip Tonge', ""Maureen O'Hara"", 'Gene Lockhart', 'Kevin Burke', 'Porter Hall', 'William Frawley', 'Walden Boyle', 'Edmund Gwenn', 'Natalie Wood', 'Harry Antrim']"
360,Strangers on a Train,"['Thriller', 'Crime', 'Film-Noir']","['Robert Walker', 'Patricia Hitchcock', 'Monya Andre', 'Robert Gist', 'Leo G. Carroll', 'John Brown', 'Ruth Roman', 'Norma Varden', 'Joel Allen', 'Kasey Rogers', 'Murray Alper', 'Howard St. John', 'Jonathan Hale', 'Marion Lorne', 'Farley Granger']"
361,Attica,['Documentary'],['Clarence B. Jones']
362,Tulpan,"['Drama', 'Comedy']","['Bereke Turganbayev', 'Samal Esljamova', 'Askhat Kuchencherekov', 'Tolepbergen Baisakalov', 'Ondas Besikbasov']"
363,Manuscripts Don't Burn,['Drama'],[]
364,In Transit,"['Documentary', 'News']",[]
365,"Three Billboards Outside Ebbing, Missouri","['Drama', 'Comedy', 'Crime']","['Sam Rockwell', 'Peter Dinklage', 'Riya May Atwood', 'Frances McDormand', 'Alejandro Barrios', 'Woody Harrelson', 'Lucas Hedges', 'Abbie Cornish', 'Nick Searcy', 'Brendan Sexton III', 'Kathryn Newton', 'Amanda Mason Warren', 'Caleb Landry Jones', 'Kerry Condon', 'Sandy Martin', 'Selah Atwood', 'Darrell Britt-Gibson', 'Malaya Rivera Drew', 'Clarke Peters', 'Samara Weaving', 'Željko Ivanek', 'John Hawkes', 'Jason Redford']"
366,Quest,"['Music', 'Family', 'Documentary']","['Daniel Moll', 'Tyrone Moore', 'Christopher Rainey', 'Isaiah Byrd', 'Adia Dillon', 'James Blakely', 'P.J. Rainey', 'William Withers', 'Alfonso Glenn', 'Meatball', 'David Barnes', ""Christine'a Rainey"", 'Kevin V. Kelley', 'Nicole Byrd', 'Price']"
367,Au Revoir les Enfants,"['Drama', 'War']","['Gaspard Manesse', 'François Berléand', 'Francine Racette', 'Richard Leboeuf', 'Pascal Rivet', 'François Négret', 'Xavier Legrand', 'Philippe Morier-Genoud', 'Luc Etienne', 'Arnaud Henriet', 'Stanislas Carré de Malberg', 'Raphael Fejtö', 'Benoît Henriet', 'Jean-Sébastien Chauvin', 'Peter Fitz']"
368,A Film Unfinished,"['Drama', 'History', 'Documentary']","['Alexander Beyer', 'Rüdiger Vogler']"
369,Things to Come,['Drama'],"['André Marcon', 'Charline Bourgeois-Tacquet', 'Larissa Guist', 'Rachel Arditi', 'Solal Forte', 'Edith Scob', 'Elise Lhomeau', 'Marion Ploquin', 'Yves Heck', 'Grégoire Montana', 'Isabelle Huppert', 'Lina Benzerti', 'Roman Kolinka', 'Sarah Lepicard', 'Lionel Dray', 'Guy-Patrick Sainderichin']"
370,The Grand Budapest Hotel,"['Drama', 'Comedy']","['Adrien Brody', 'Ralph Fiennes', 'Léa Seydoux', 'Owen Wilson', 'Harvey Keitel', 'Jason Schwartzman', 'Saoirse Ronan', 'Tom Wilkinson', 'Willem Dafoe', 'Jude Law', 'Bob Balaban', 'Bill Murray', 'Mathieu Amalric', 'Tilda Swinton', 'Edward Norton', 'Jeff Goldblum', 'F. Murray Abraham']"
371,Winter Sleep,['Drama'],"['Tamer Levent', 'Fatma Deniz Yildiz', 'Rabia Özel', 'Demet Akbag', 'Serhat Mustafa Kiliç', 'Mehmet Ali Nuroglu', 'Nadir Saribacak', 'Haluk Bilginer', 'Ayberk Pekcan', 'Melisa Sözen', 'Emirhan Doruktutan', 'Nejat Isler', 'Ekrem Ilhan']"
372,A Star Is Born,"['Drama', 'Romance', 'Music', 'Musical']","['Michael Harney', 'Bradley Cooper', 'Brandi Carlile', 'Joseph Kelly', 'Alec Baldwin', 'Carlo Sciortino', 'Greg Grunberg', 'Rebecca Field', 'Eddie Griffin', 'Rafi Gavron', 'Ron Rifkin', 'Gabe Fazio', 'Presley Cash', 'Michael D. Roberts', 'Sam Elliott', 'Eunice Chiweshe Goldstein', 'Amanda Fields', 'Dave Chappelle', 'Lukas Nelson', 'Willam Belli', 'Marlon Williams', ""D.J. 'Shangela' Pierce"", 'Steven Ciceron', 'Erik Landreth', 'Lady Gaga', 'Sean Ayub', 'Andrew Dice Clay', 'Barry Shabaka Henley', 'Andrew Michaels', 'Anthony Ramos', 'Jacob Taylor', 'Bonnie Somerville']"
373,Citizenfour,['Documentary'],"['Lindsay Mills', 'Laura Poitras', 'Glenn Greenwald', 'Barack Obama', 'Julian Assange', 'Jeremy Scahill', 'Ewen MacAskill', 'William Binney', 'Kevin Bankston', 'Jacob Appelbaum', 'Edward Snowden']"
374,Time Out,['Drama'],"['Félix Cantet', 'Jean-Pierre Mangeot', 'Philippe Jouannet', 'Aurélien Recoing', 'Maxime Sassier', 'Elisabeth Joinet', 'Christophe Charles', 'Nigel Palmer', 'Serge Livrozet', 'Didier Perez', 'Marie Cantet', 'Karin Viard', 'Olivier Lejoubioux', 'Nicolas Kalsch', 'Monique Mangeot']"
375,The Blue Angel (re-release),"['Drama', 'Musical']","['Eduard von Winterstein', 'Hans Albers', 'Kurt Gerron', 'Rosa Valetti', 'Marlene Dietrich', 'Rolf Müller', 'Roland Varno', 'Hans Roth', 'Gerhard Bienert', 'Emil Jannings', 'Carl Balhaus', 'Reinhold Bernt', 'Robert Klein-Lörk', 'Charles Puffy', 'Wilhelm Diegelmann']"
376,Thelma & Louise,"['Drama', 'Thriller', 'Crime']","['Geena Davis', 'Christopher McDonald', 'Jason Beghe', 'Stephen Polk', 'Shelly Desai', 'Timothy Carhart', 'Susan Sarandon', 'Stephen Tobolowsky', 'Sonny Carl Davis', 'Ken Swofford', 'Brad Pitt', 'Lucinda Jenney', 'Harvey Keitel', 'Carol Mansell', 'Michael Madsen']"
377,Away from Her,"['Drama', 'Romance']","['Deanna Dezmari', 'Thomas Hauff', 'Alberta Watson', 'Julie Christie', 'Judy Sinclair', 'Carolyn Hetherington', 'Lili Francks', 'Tom Harvey', 'Andrew Moodie', 'Clare Coulter', 'Wendy Crewson', 'Grace Lynn Kung', 'Stacey LaBerge', 'Gordon Pinsent', 'Olympia Dukakis']"
378,The Fallen Idol (re-release),"['Drama', 'Mystery', 'Thriller']","['Joan Young', 'James Hayter', 'Ralph Richardson', 'Michèle Morgan', 'Bernard Lee', 'Sonia Dresdel', 'Torin Thatcher', 'Dandy Nichols', 'Jack Hawkins', 'Karel Stepanek', 'Geoffrey Keen', 'Walter Fitzgerald', ""Denis O'Dea"", 'Gerard Heinz', 'Bobby Henrey']"
379,The Father,['Drama'],"['Anthony Hopkins', 'Mark Gatiss', 'Ray Burnet', 'Imogen Poots', 'Rufus Sewell', 'Evie Wray', 'Olivia Williams', 'Olivia Colman', 'Adnan Kundi']"
380,Fat City,"['Drama', 'Sport']","['Candy Clark', 'Curtis Cokes', 'Nicholas Colasanto', 'Sixto Rodriguez', 'Álvaro López', 'Wayne Mahan', 'Bill Riddle', 'Susan Tyrrell', 'Jeff Bridges', 'Ruben Navarro', 'Carl D. Parker', 'Billy Walker', 'Al Silvani', 'Art Aragon', 'Stacy Keach']"
381,Foxtrot,['Drama'],"['Yehuda Almagor', 'Gefen Barkai', 'Ran Buxenbaum', 'Yonaton Shiray', 'Yael Eisenberg', 'Lior Ashkenazi', 'Eden Daniel', 'Rami Buzaglo', 'Shira Haas', 'Aryeh Cherner', 'Itay Exlroad', 'Ilia Grosz', 'Sarah Adler', 'Dekel Adin', 'Eden Gmliel', 'Shaul Amir']"
382,Howards End,"['Drama', 'Romance']","['Ian Latimer', 'Anthony Hopkins', 'Emma Thompson', 'Joseph Bennett', 'Adrian Ross Magenty', 'Siegbert Prawer', 'Vanessa Redgrave', 'Mary Nash', 'James Wilby', 'Prunella Scales', 'Samuel West', 'Susie Lindeman', 'Helena Bonham Carter', 'Jo Kendall', 'Jemma Redgrave']"
383,The Innocents,['Horror'],"['Clytie Jessop', 'Eric Woodburn', 'Deborah Kerr', 'Megs Jenkins', 'Isla Cameron', 'Pamela Franklin', 'Martin Stephens', 'Peter Wyngarde', 'Michael Redgrave']"
384,Inside Job,['Documentary'],['Matt Damon']
385,Sweet Country,"['Adventure', 'Drama', 'History', 'Thriller', 'Crime', 'Western']","['Anni Finsterer', 'Trevon Doolan', 'Sotiris Tzelios', 'Lachlan J. Modrzynski', 'Thomas M. Wright', 'Hamilton Morris', 'Bryan Brown', 'Matt Day', 'Ewen Leslie', 'Tremayne Doolan', 'Gibson John', 'Sam Neill', 'Natassia Gorey Furber']"
386,Leave No Trace,['Drama'],"['David Pittman', 'Spencer S. Hanley', 'Eric Sahlstrom', 'Peter James DeLuca', 'Art Hickman', 'Tamera Westlake', 'Dana Millican', 'Erik McGlothlin', 'Michael J. Prosser', 'Ben Foster', 'Kyle Stoltz', 'Tony Ruiz', 'Isaiah Stone', 'Jeff Kober', 'Jeffery Rifflard', 'Stephanie Barton-Farcas', 'Thomasin McKenzie', 'Peter Simpson', 'Ayanna Berkshire', 'Sabina Mach', 'Michael Draper', 'Bob Werfelman', 'Zack Leary', 'Dale Dickey', 'Lane Stiemsma', 'Ryan Joiner', 'Derek John Drescher', 'Alyssa Lynn']"
387,Three Colors: White,"['Drama', 'Comedy', 'Romance']","['Jerzy Trela', 'Janusz Gajos', 'Francis Coffinet', 'Philippe Morier-Genoud', 'Julie Delpy', 'Cezary Pazura', 'Grzegorz Warchol', 'Piotr Machalica', 'Jerzy Nowak', 'Aleksander Bardini', 'Jerzy Stuhr', 'Zbigniew Zamachowski', 'Barbara Dziekan', 'Cezary Harasimowicz', 'Michel Lisowski']"
388,Chicken Run,"['Comedy', 'Animation', 'Family']","['Phil Daniels', 'Laura Strachan', 'Imelda Staunton', 'Lisa Kay', 'Jane Horrocks', 'Timothy Spall', 'Benjamin Whitrow', 'Mel Gibson', 'Julia Sawalha', 'Jo Allen', 'John Sharian', 'Tony Haygarth', 'Miranda Richardson', 'Penélope Cruz', 'Lynn Ferguson']"
389,The King's Speech,"['Drama', 'History']","['Dominic Applewhite', 'Harry Sims', 'Calum Gittins', 'Filippo Delaunay', 'Tim Downie', 'Colin Firth', 'Michael Gambon', 'Jennifer Ehle', 'Eve Best', 'Timothy Spall', 'Max Callum', 'Derek Jacobi', 'Guy Pearce', 'Geoffrey Rush', 'Anthony Andrews', 'Freya Wilson', 'Helena Bonham Carter']"
390,Hell or High Water,"['Drama', 'Crime']","['Ricky Lee', 'Crystal Gonzales', 'Jackamoe Buzzell', 'Howard Ferguson Jr.', 'Amber Midthunder', 'William Sterchi', 'Taylor Sheridan', 'Gil Birmingham', 'Ben Foster', 'Kevin Rankin', 'Marin Ireland', 'Buck Taylor', 'Lora Martinez-Cunningham', 'Chris Pine', 'Katy Mixon', 'Jeff Bridges', 'Keith Meriweather', 'Dale Dickey', 'J. Nathan Simmons', 'Kristin Berg', 'Melanie Papalia', 'Gregory Cruz', 'Alma Sisneros', 'Joe Berryman', 'John-Paul Howard', 'Dylan Kenin']"
391,Up,"['Adventure', 'Drama', 'Comedy', 'Animation', 'Family']","['Danny Mann', 'David Kaye', 'Jeremy Leary', 'Delroy Lindo', 'Jess Harnell', 'Edward Asner', 'Jerome Ranft', 'Elie Docter', 'Mickie McGowan', 'Donald Fullilove', 'John Ratzenberger', 'Bob Peterson', 'Jordan Nagai', 'Josh Cooley', 'Christopher Plummer']"
392,Shirkers,['Documentary'],"['Ben Harrison', 'Sandi Tan', 'Grace Dane Mazur', 'Sophia Siddique Harvey', 'Stephen Tyler', 'Jasmine Kin Kia Ng', 'Georges Cardona', 'Philip Cheah']"
393,Mildred Pierce,"['Drama', 'Mystery', 'Romance', 'Crime', 'Film-Noir']","['Zachary Scott', 'Bill Alcorn', 'George Anderson', 'Betty Alexander', 'Joan Crawford', 'Veda Ann Borg', 'Ann Blyth', 'Moroni Olsen', 'Lee Patrick', 'Eve Arden', 'Bruce Bennett', 'James Anderson', 'Jack Carson', 'Ramsay Ames', 'Jo Ann Marlowe']"
394,45365,['Documentary'],[]
395,Tootsie,"['Drama', 'Comedy', 'Romance']","['Geena Davis', 'Lynne Thigpen', 'Ellen Foley', 'Charles Durning', 'Peter Gatto', 'Jessica Lange', 'Debra Mooney', 'Ronald L. Schwary', 'Teri Garr', 'George Gaynes', 'Bill Murray', 'Doris Belack', 'Dustin Hoffman', 'Sydney Pollack', 'Dabney Coleman']"
396,Marooned in Iraq,['Drama'],"['Allah-Morad Rashtian', 'Iran Ghobadi', 'Mariam Pouyani', 'Saeed Mohammadi', 'Faegh Mohamadi', ""Fathollah Sa'edi"", 'Rojan Hosseini', 'Bahram Sarbazi', 'Hossein Rashid-Ghamat', 'Shahab Ebrahimi']"
397,To Kill a Mockingbird,"['Drama', 'Crime']","['Crahan Denton', 'William Windom', 'Ruth White', 'Robert Duvall', 'Estelle Evans', 'Paul Fix', 'Richard Hale', 'John Megna', 'Brock Peters', 'Gregory Peck', 'Rosemary Murphy', 'James Anderson', 'Collin Wilcox Paxton', 'Alice Ghostley', 'Frank Overton']"
398,Aquarius,['Drama'],"['Maeve Jinkings', 'Humberto Carrão', 'Paula De Renor', 'Pedro Queiroz', 'Irandhir Santos', 'Taylor Moore Silzer', 'Thaia Perez', 'Julia Bernat', 'Carla Ribas', 'Germano Melo', 'Zoraide Coleto', 'Rubens Santos', 'Fernando Teixeira', 'Barbara Colen', 'Buda Lira', 'Sônia Braga', 'Daniel Porpino']"
399,"So Long, My Son",['Drama'],"['Roy Wang', 'Zhao-Yan Guo-Zhang', 'Liya Ai', 'Jiang Du', 'Cheng Xu', 'Wang Jinchun', 'Mei Yong', 'Xi Qi', 'Jingjing Li']"
400,Apollo 11,"['History', 'Documentary']","['Janet Armstrong', 'Jim Lovell', 'Joan Ann Archer', 'Johnny Carson', 'Lyndon Johnson', 'Glynn Lunney', 'Charles Duke', 'Bruce McCandless II', 'Clifford E. Charlesworth', 'Jack Benny', 'Michael Collins', 'Neil Armstrong', 'Buzz Aldrin', 'Gene Kranz', 'Walter Cronkite']"
401,Anomalisa,"['Drama', 'Fantasy', 'Comedy', 'Romance', 'Animation']","['Tom Noonan', 'Jennifer Jason Leigh', 'David Thewlis']"
402,The Worst Person in the World,"['Drama', 'Comedy']","['Marianne Krogh', 'Vidar Sandem', 'Hans Olav Brenner', 'Anna Dworak', 'Tumi Løvik Jakobson', 'Silje Storstein', 'Savannah Schei', 'Helene Bjørnebye', 'Herbert Nordrum', 'Deniz Kaya', 'Thea Stabell', 'Anders Danielsen Lie', 'Sofia Schandy Bloch', 'Renate Reinsve', 'Maria Grazia Di Meo']"
403,Toy Story 2,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']","['Annie Potts', 'John Morris', 'Don Rickles', 'John Ratzenberger', 'Wayne Knight', 'Estelle Harris', 'Laurie Metcalf', 'Tom Hanks', 'Jodi Benson', 'Wallace Shawn', 'Joan Cusack', 'Kelsey Grammer', 'Tim Allen', 'Jim Varney', 'Joe Ranft']"
404,Black Panther,"['Action', 'Adventure', 'Sci-Fi', 'Drama']","['Bambadjan Bamba', 'Daniel Kaluuya', 'Phylicia Rashad', 'Andy Serkis', 'Stan Lee', 'Florence Kasumba', 'Isaach De Bankolé', 'Martin Freeman', 'John Kani', 'Sydelle Noel', 'Winston Duke', ""Lupita Nyong'o"", 'Cecil M. Henry', 'Michael David Yuhl', 'Angela Bassett', 'Danai Gurira', 'Sterling K. Brown', 'Michael B. Jordan', 'Jeremy Sample', 'Atandwa Kani', 'Letitia Wright', 'Forest Whitaker', 'Chadwick Boseman', 'Sebastian Stan', 'David S. Lee']"
405,The Human Voice,"['Drama', 'Short']",['Tilda Swinton']
406,Brooklyn,"['Drama', 'Comedy', 'Romance']","['Jenn Murray', 'Michael Zegen', 'Nora-Jane Noone', 'Aine Ni Mhuiri', 'Hugh Gormley', 'Saoirse Ronan', 'Jim Broadbent', 'Fiona Glascott', 'Maeve McGrath', 'Jane Brennan', 'Paulino Nuñes', 'James Corscadden', 'Emory Cohen', 'Alisha Heng', 'Emily Bett Rickards', 'Peter Campion', 'Gillian McCarthy', 'Barbara Drennan', 'Matt Glynn', 'Alisha Reis', 'Karen Belfo', 'Brid Brennan', 'Eve Macklin', 'Domhnall Gleeson', ""Mary O'Driscoll"", ""Eileen O'Higgins"", 'Eva Birthistle', 'Julie Walters', 'Emma Lowe']"
407,Hope,"['Drama', 'Romance']","['Johannes Joner', 'Alexander Mørk Eidem', 'Daniel Storm Forthun Sandbye', 'Elli Rhiannon Müller Osbourne', 'Alfred Vatne', 'Andrea Bræin Hovig', 'Dina Enoksen Elvehaug', 'Terje Auli', 'Kristin Voss Hestvold', 'Eirik Hallert', 'Stellan Skarsgård', 'Gjertrud L. Jynge', 'Einar Økland', 'Steinar Klouman Hallert', 'Ingrid Bugge']"
408,Nobody Knows,['Drama'],"['Ryo Kase', 'Susumu Terajima', 'Ayu Kitaura', ""Ken'ichi Endô"", 'Takako Tate', 'Hanae Kan', 'Yûichi Kimura', 'Hiei Kimura', 'Sei Hiraizumi', 'Momoko Shimizu', 'Yûya Yagira', 'You', 'Kazuyoshi Kushida', 'Yukiko Okamoto']"
409,Life Is Sweet,"['Drama', 'Comedy']","['Alison Steadman', 'Harriet Thorpe', 'Stephen Rea', 'Claire Skinner', 'David Neilson', 'Paul Trussel', 'David Thewlis', 'Jack Thorpe-Baker', 'Jane Horrocks', 'Timothy Spall', 'Jim Broadbent', 'Moya Brady']"
410,Faces,['Drama'],"['Anita White', 'Gena Rowlands', 'Joanne Moore Jordan', 'Elizabeth Deering', 'Val Avery', 'Darlene Conley', 'Dorothy Gulliver', 'John Marley', 'Julie Gambol', 'Seymour Cassel', 'Gene Darfler', 'Dave Mazzie', 'Fred Draper', 'Lynn Carlin', 'Ann Shirley']"
411,Mary Poppins,"['Fantasy', 'Comedy', 'Family', 'Musical']","['Reginald Owen', 'Julie Andrews', 'David Tomlinson', 'Glynis Johns', 'Ed Wynn', 'Hermione Baddeley', 'Matthew Garber', 'Arthur Malet', 'Reta Shaw', 'Arthur Treacher', 'James Logan', 'Jane Darwell', 'Dick Van Dyke', 'Karen Dotrice', 'Elsa Lanchester']"
412,The Lord of the Rings: The Two Towers,"['Action', 'Adventure', 'Fantasy']","['Calum Gittins', 'Ian McKellen', 'Cate Blanchett', 'Andy Serkis', 'Sala Baker', 'Brad Dourif', 'John Bach', 'Billy Boyd', 'Jed Brophy', 'Orlando Bloom', 'Paris Howe Strewe', 'Sean Astin', 'Bruce Allpress', 'Christopher Lee', 'Bernard Hill', 'Sam Comery', 'Bruce Hopkins']"
413,L'Enfant (The Child),"['Drama', 'Romance', 'Crime']","['Olivier Gourmet', 'Bernard Marbaix', 'Jean-Claude Boniverd', 'Stéphane Marsin', 'François Olivier', 'Samuel De Ryck', 'Leon Michaux', 'Frédéric Bodson', 'Anne Gerard', 'Fabrizio Rongione', 'Delphine Tomson', 'Marie-Rose Roland', 'Déborah François', 'Jérémie Renier', 'Jérémie Segard']"
414,Jane Fonda in Five Acts,['Documentary'],"['Richard Nixon', 'Dick Cavett', 'Tom Hayden', 'Jane Fonda', 'Nathalie Vadim', 'Paula Weinstein', 'Mary Luana Williams', 'Robert Redford', 'Ted Turner', 'Troy Garity', 'Lily Tomlin']"
415,Newtown,['Documentary'],[]
416,Poetry,['Drama'],"['Hira Kim', 'Nae-sang Ahn', 'Yong-taek Kim', 'Da-wit Lee', 'Jeong-hie Yun']"
417,Restless Creature: Wendy Whelan,['Documentary'],['Wendy Whelan']
418,Birdman or (The Unexpected Virtue of Ignorance),"['Drama', 'Comedy']","['David Itchkawitz', 'Clark Middleton', 'Joel Garland', 'Paula Blum', 'Kenny Chin', 'Benjamin Kanes', 'Anna Hardwick', 'Jeremy Shamos', 'Andrea Riseborough', 'Michael Keaton', ""Katherine O'Sullivan"", 'Dusan Dukic', 'Kelli Wilcoxen', 'Keenan Shimizu', 'Merritt Wever', 'Carrie Ormond', 'Edward Norton', 'Emma Stone', 'Stefanie Bari', 'Raymond Mamrak', 'Amy Ryan', 'Teena Byrd', 'Akira Ito', 'Kelly Southerland', 'Stefano Villabona', 'Naomi Watts', 'Damian Young', 'Bill Camp', 'Lindsay Duncan', 'Natalie Gold', 'Marian Volk', 'And Palladino', 'David Fierro', 'Zach Galifianakis', 'Jamahl Garrison-Lowe', 'Bomber Hurley-Smith']"
419,Little Women,"['Drama', 'Romance', 'Family']","['Claire Danes', 'Christian Bale', 'Florence Patterson', 'John Neville', 'Mary Wickes', 'Kirsten Dunst', 'Samantha Mathis', 'Susan Sarandon', 'Corrie Clark', 'Trini Alvarado', 'Gabriel Byrne', 'Eric Stoltz', 'Robin Collins', 'Winona Ryder', 'Rebecca Toolan']"
420,Shakespeare in Love,"['Drama', 'Comedy', 'Romance']","['Georgie Glen', 'Joseph Fiennes', 'Simon Callow', 'Judi Dench', 'Patrick Barlow', ""Steven O'Donnell"", 'Sandra Reinton', 'Tim McMullan', 'Bridget McConnell', 'Nicholas Boulton', 'Geoffrey Rush', 'Antony Sher', 'Steven Beard', 'Tom Wilkinson', 'Martin Clunes']"
421,The Awful Truth,"['Comedy', 'Romance']","[""Alexander D'Arcy"", 'Esther Dale', 'Wyn Cahoon', 'Cecil Cunningham', 'Robert Allen', 'Molly Lamont', 'Ralph Bellamy', 'Joyce Compton', 'Claud Allister', 'Irene Dunne', 'Robert Warwick', 'Ruth Cherrington', 'Cary Grant', 'Mary Forbes', 'Al Bridge']"
422,Can You Ever Forgive Me?,"['Biography', 'Drama', 'Comedy', 'Crime']","['Gregory Korostishevsky', 'Ben Falcone', 'Michael Laurence', 'Marcus Choi', 'Melissa McCarthy', 'Pun Bandhu', 'Julie Ann Emery', 'Mary B. McCann', 'Anne Hollister', 'Kevin Carolan', 'Michael Cyril Creighton', 'Moisés Acevedo', 'Dolly Wells', 'Alice Kremelberg', ""Shae D'Lyn"", 'Brandon Scott Jones', 'Ben Rauch', 'Rosal Colon', 'Jennifer Westfeldt', 'Joanna Adler', 'Jane Curtin', 'Tiffany Blair', 'Richard E. Grant', 'Christian Navarro', 'Anna Deavere Smith', 'Erik LaRay Harvey', 'Marc Evan Jackson', 'Stephen Spinella']"
423,Wolfwalkers,"['Adventure', 'Fantasy', 'Animation', 'Family']","['Vince Drews', 'Jerome Burelbach', 'John Morton', 'Maria Doyle Kennedy', 'Simon McBurney', 'Amy Dunne', 'Gilly Fogg', 'Niamh Moyles', 'Eva Whittaker', 'Nora Twomey', 'Michael McGrath', 'Honor Kneafsey', 'Paul Young', 'Sean Bean', 'Ben Andrews', 'Tommy Tiernan', 'Jon Kenny', 'Oliver McGrath']"
424,It Happened One Night,"['Comedy', 'Romance']","['Alan Hale', 'Blanche Friderici', 'Charles C. Wilson', 'Jessie Arnold', 'Harry C. Bradley', 'Ernie Adams', 'Roscoe Karns', 'Clark Gable', 'Arthur Hoyt', 'Ward Bond', 'William Bailey', 'Jameson Thomas', 'Walter Connolly', 'Irving Bacon', 'Claudette Colbert']"
425,The Body Remembers When the World Broke Open,['Drama'],"['James Angus Cowan', 'Sonny Surowiec', 'Violet Nelson', 'Elle-Máijá Tailfeathers', 'Glenn Cho', 'Anthony Bolognese', 'Anesha Bailey', 'Tony Massil', 'Barbara Eve Harris', 'Joan Boisjoly', 'Charles Jarman', 'Jay Cardinal Villeneuve', 'Charlie Hannah', 'Paul Jarrett', 'Aidan Dee']"
426,The Missing Picture,['Documentary'],['Randal Douc']
427,"I Travel Because I Have to, I Come Back Because I Love You",['Drama'],['Irandhir Santos']
428,The Invisible Man,"['Sci-Fi', 'Horror']","['Merle Tottenham', 'Dudley Digges', 'Robert Adair', 'William Harrigan', 'Forrester Harvey', 'Gloria Stuart', 'Walter Brennan', 'E.E. Clive', 'Claude Rains', 'Harry Stubbs', 'Holmes Herbert', 'Henry Travers', 'Donald Stuart', 'Ted Billings', ""Una O'Connor""]"
429,Scarface,"['Action', 'Drama', 'Thriller', 'Crime', 'Film-Noir']","['Inez Palange', 'Boris Karloff', 'Osgood Perkins', 'Karen Morley', 'Edwin Maxwell', 'Henry Armetta', 'George Raft', 'Purnell Pratt', 'Vince Barnett', 'Tully Marshall', 'C. Henry Gordon', 'Eugenie Besserer', 'Paul Muni', 'Ann Dvorak', 'Gus Arnheim']"
430,Of Men and War,"['History', 'War', 'Documentary']",[]
431,The Long Goodbye,"['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']","['Jo Ann Brody', 'Pepe Callahan', 'Elliott Gould', 'Mark Rydell', 'Warren Berlinger', 'Jack Knight', 'Pancho Córdova', 'Stephen Coit', 'Enrique Lucero', 'Nina van Pallandt', 'Henry Gibson', 'David Arkin', 'Sterling Hayden', 'Jim Bouton', 'Vincent Palmieri']"
432,Imitation of Life,['Drama'],"['Susan Kohner', 'Robert Alda', 'Sandra Gould', 'Terry Burnham', 'John Gavin', 'Troy Donahue', ""Dan O'Herlihy"", 'Lee Goodman', 'Karin Dicker', 'Lana Turner', 'Juanita Moore', 'John Vivyan', 'David Tomack', 'Ann Robinson', 'Sandra Dee']"
433,Pain and Glory,['Drama'],"['Sara Sierra', 'Julieta Serrano', 'Pedro Casablanc', 'Susi Sánchez', 'Agustín Almodóvar', 'Antonio Banderas', 'Alba García', 'Raúl Arévalo', 'Asier Etxeandia', 'Eva Martín', 'Cecilia Roth', 'Nora Navas', 'Leonardo Sbaraglia', 'Asier Flores', 'Julián López', 'César Vicente', 'Penélope Cruz', 'Rosalía']"
434,Genèse (Genesis),['Drama'],"['Mylène Mackay', 'Antoine Marchand Gagnon', 'Jean-Simon Leduc', 'Étienne Galloy', 'Noée Abita', 'Guillaume Laurin', ""Ariane L'Heureux"", 'Tayna V. Lavoie', 'Émile Bilodeau', 'Paul Ahmarani', 'Pier-Luc Funk', 'Brett Dier', 'Marie Jasmina', 'Emilie Bierre', 'Marc Beaupré', 'Noémi Lira']"
